Sector,Investor,CompaniesBackedInSector,InvestorType,Country,PensionSWF,BBBBacked,FundingBucket
Advanced Manufacturing,ScaleUp Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Advanced Manufacturing,Schneider,1,Corporate,France,,FALSE,Named
Advanced Manufacturing,Schroders,1,Asset Management,United Kingdom,,FALSE,Named
Advanced Manufacturing,Scottish Government,1,Devolved Government,United Kingdom,,FALSE,Bank/Loan
Advanced Manufacturing,Sentinel Dome Partners,1,Asset Management,United States,,FALSE,Named
Advanced Manufacturing,Sheffield City Region Local Enterprise Partnership (LEP),1,Local and Regional Government,United Kingdom,,FALSE,Named
Advanced Manufacturing,Shinhan Investment Private Equity,1,Private Equity and Venture Capital,"Korea, Republic Of (South Korea)",,FALSE,Named
Advanced Manufacturing,Shortcut Ventures,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Advanced Manufacturing,Silicon Valley Bank,1,Bank,United States,,FALSE,Named
Advanced Manufacturing,SilverRock Financial Services,1,Bank,United Kingdom,,FALSE,Named
Advanced Manufacturing,Singapore Power,1,Corporate,Singapore,,FALSE,Named
Advanced Manufacturing,Sixth Street Growth,1,Private Equity and Venture Capital,United States,,FALSE,Named
Advanced Manufacturing,Skyviews Life Science,1,Private Equity and Venture Capital,Switzerland,,FALSE,Named
Advanced Manufacturing,Social Investment Scotland (SIS),1,Charity/Not-for-profit company,United Kingdom,,FALSE,Named
Advanced Manufacturing,Sofina,1,Private Equity and Venture Capital,Belgium,,FALSE,Named
Advanced Manufacturing,Sony Corporation,1,Corporate,Japan,,FALSE,Named
Advanced Manufacturing,South Yorkshire Investment Fund,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Advanced Manufacturing,Space Angels,1,Angel Network,United States,,FALSE,Named
Advanced Manufacturing,Stolt-Nielsen,1,Corporate,United Kingdom,,FALSE,Named
Advanced Manufacturing,Sucden Ventures,1,Corporate,France,,FALSE,Named
Advanced Manufacturing,Sulis Seedcorn Fund,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Advanced Manufacturing,Sumitomo Corporation,1,Corporate,Japan,,FALSE,Named
Advanced Manufacturing,Suntory,1,Corporate,Japan,,FALSE,Named
Advanced Manufacturing,Sussex Place Ventures,1,Private Equity and Venture Capital,United Kingdom,,TRUE,Named
Advanced Manufacturing,Swisscom,1,State-owned enterprise (SOE) / Corporate strategic investor,Switzerland,,FALSE,Named
Advanced Manufacturing,SyndicateRoom,1,Crowd funding,United Kingdom,,TRUE,Named
Advanced Manufacturing,System.One,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Advanced Manufacturing,T J Morris (Investments) Ltd,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Advanced Manufacturing,TELUS Corporation,1,Corporate,Canada,,FALSE,Named
Advanced Manufacturing,TTP Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Advanced Manufacturing,Takeda Pharmaceutical Company,1,Corporate,Japan,,FALSE,Named
Advanced Manufacturing,Technology Venture Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Advanced Manufacturing,Techstars,1,Accelerator,United States,,FALSE,Named
Advanced Manufacturing,Tekfen Ventures,1,Corporate,United States,,FALSE,Named
Advanced Manufacturing,Tengelmann Ventures,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Advanced Manufacturing,Tennants Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Advanced Manufacturing,Tern PLC,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Advanced Manufacturing,The Brandtech Group,1,Corporate,United States,,FALSE,Named
Advanced Manufacturing,The Dow Chemical Company,1,Corporate,United States,,FALSE,Named
Advanced Manufacturing,The Raine Group,1,Merchant Bank,United States,,FALSE,Named
Advanced Manufacturing,The Riverside Company,1,Private Equity and Venture Capital,United States,,FALSE,Named
Advanced Manufacturing,The University of Derby,1,University,United Kingdom,,FALSE,Named
Advanced Manufacturing,ThinCats,1,Specialist Lender,United Kingdom,,TRUE,Named
Advanced Manufacturing,Tikehau Capital,1,Asset Management,France,,FALSE,Named
Advanced Manufacturing,Toscafund Asset Management,1,Specialist Lender,United Kingdom,,FALSE,Named
Advanced Manufacturing,Tracsis,1,Corporate,United Kingdom,,FALSE,Named
Advanced Manufacturing,Trillium International,1,Private Equity and Venture Capital,United Arab Emirates,,FALSE,Named
Advanced Manufacturing,Trimble Ventures,1,Corporate,United States,,FALSE,Named
Advanced Manufacturing,Trinity Capital,1,Specialist Lender,United States,,FALSE,Named
Advanced Manufacturing,Triple Point,1,Asset Management,United Kingdom,,FALSE,Named
Advanced Manufacturing,Tudor Group,1,Asset Management,United States,,FALSE,Named
Advanced Manufacturing,Turquoise International,1,Merchant Bank,United Kingdom,,FALSE,Named
Advanced Manufacturing,UPSA,1,Corporate,France,,FALSE,Named
Advanced Manufacturing,University of Edinburgh,1,University,United Kingdom,,FALSE,Named
Advanced Manufacturing,VNV Global (Vostok New Ventures),1,Private Equity and Venture Capital,Bermuda,,FALSE,Named
Advanced Manufacturing,Various,1,Business Angel(s),,,FALSE,Named
Advanced Manufacturing,Venture Incubator,1,Charity/Not-for-profit company,Switzerland,,FALSE,Named
Advanced Manufacturing,Venture Science,1,Private Equity and Venture Capital,United States,,FALSE,Named
Advanced Manufacturing,VentureFounders,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Advanced Manufacturing,Verve Ventures,1,Private Equity and Venture Capital,Switzerland,,FALSE,Named
Advanced Manufacturing,Vista Credit Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Advanced Manufacturing,WACKER Chemie AG,1,Corporate,Germany,,FALSE,Named
Advanced Manufacturing,Wallenius Wilhelmsen,1,Private Equity and Venture Capital,Norway,,FALSE,Named
Advanced Manufacturing,Watrium,1,Family Office,Norway,,FALSE,Named
Advanced Manufacturing,Wealth Club,1,Angel Network,United Kingdom,,FALSE,Named
Advanced Manufacturing,Welsh Government,1,Central Government,United Kingdom,,FALSE,Named
Advanced Manufacturing,West Midlands Combined Authority (WMCA),1,Local and Regional Government,United Kingdom,,FALSE,Named
Advanced Manufacturing,West Yorkshire Business and Skills,1,Local and Regional Government,United Kingdom,,FALSE,Named
Advanced Manufacturing,Whitehelm Capital,1,Asset Management,Australia,,FALSE,Named
Advanced Manufacturing,Wonik Investments,1,Private Equity and Venture Capital,"Korea, Republic Of (South Korea)",,FALSE,Named
Advanced Manufacturing,Woodford Investment Management,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Advanced Manufacturing,World Gold Council,1,Corporate,United Kingdom,,FALSE,Named
Advanced Manufacturing,Wren Capital LLP,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Advanced Manufacturing,Wroxhall,1,Private Investment Vehicle,United Kingdom,,FALSE,Named
Advanced Manufacturing,Xilinx,1,Corporate,United States,,FALSE,Named
Advanced Manufacturing,ZF,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Advanced Manufacturing,Zebra Technologies,1,Corporate,United States,,FALSE,Named
Advanced Manufacturing,Zhejiang Silk Road Fund,1,Asset Management,China,,FALSE,Named
Advanced Manufacturing,b-to-v Partners (Brain-to-Ventures),1,Private Equity and Venture Capital,Switzerland,,FALSE,Named
Advanced Manufacturing,b2venture,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Advanced Manufacturing,iDreamSky,1,Corporate,China,,FALSE,Named
Clean Energy Industries,Business Angel(s),15,Business Angel(s),,,FALSE,Named
Clean Energy Industries,HSBC,12,Bank,United Kingdom,,TRUE,Bank/Loan
Clean Energy Industries,British Business Bank,10,Central Government,United Kingdom,,FALSE,Government
Clean Energy Industries,Barclays,9,Bank,United Kingdom,,TRUE,Named
Clean Energy Industries,NatWest Group,9,Bank,United Kingdom,,TRUE,Named
Clean Energy Industries,IP Group,8,Commercialisation Company,United Kingdom,,FALSE,Named
Clean Energy Industries,BGF (formerly Business Growth Fund),7,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Clean Energy Industries,Legal & General,6,Corporate,United Kingdom,UK pension funds,FALSE,Named
Clean Energy Industries,Lloyds Banking Group,6,Private Equity and Venture Capital,United Kingdom,,FALSE,Bank/Loan
Clean Energy Industries,Mercia Asset Management,4,Asset Management / Private Equity,United Kingdom,,TRUE,Named
Clean Energy Industries,Scottish Enterprise,4,Devolved Government,United Kingdom,,FALSE,Named
Clean Energy Industries,BP,3,Corporate,United Kingdom,,FALSE,Named
Clean Energy Industries,CIBC (Canadian Imperial Bank of Commerce),3,Bank,Canada,,FALSE,Bank/Loan
Clean Energy Industries,Clean Growth Investment Management,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Clean Energy Industries,Foresight Group,3,Asset Management / Private Equity,United Kingdom,,TRUE,Named
Clean Energy Industries,Maven Capital Partners UK LLP,3,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Clean Energy Industries,Oxford Science Enterprises,3,Commercialisation Company,United Kingdom,,FALSE,Named
Clean Energy Industries,ABC Impact,2,Private Equity and Venture Capital,Singapore,,FALSE,Named
Clean Energy Industries,Bits x Bites,2,Private Equity and Venture Capital,China,,FALSE,Named
